,index,model,year,price,transmission,mileage,fuelType,tax,mpg,engineSize,brand
4461,17237,Focus,2018,12295,Manual,15893,Petrol,145.0,60.1,1.0,Ford
4462,6767,EcoSport,2015,7900,Manual,34975,Diesel,30.0,61.4,1.5,Ford
4463,12612,Mondeo,2019,20750,Manual,2986,Diesel,145.0,51.4,2.0,Ford
4464,940,Ka+,2017,7700,Manual,7062,Petrol,145.0,57.7,1.2,Ford
4465,12994,Fiesta,2019,15900,Manual,3212,Petrol,145.0,58.9,1.0,Ford
4466,7141,Fiesta,2017,9995,Manual,30436,Petrol,145.0,62.8,1.0,Ford
4467,9678,Fiesta,2017,11000,Manual,6907,Petrol,145.0,65.7,1.0,Ford
4468,14373,Fusion,2011,3999,Manual,35006,Petrol,200.0,42.8,1.6,Ford
4469,12949,Focus,2019,17350,Manual,11157,Petrol,145.0,49.6,1.0,Ford
4470,12908,Focus,2014,6499,Manual,46602,Petrol,150.0,47.9,1.6,Ford
4471,14187,Mondeo,2018,16800,Automatic,17960,Diesel,145.0,58.9,2.0,Ford
4472,10912,S-MAX,2017,18699,Manual,26372,Diesel,145.0,56.5,2.0,Ford
4473,623,Fiesta,2019,10998,Manual,12320,Petrol,145.0,58.9,1.0,Ford
4474,17681,Fiesta,2009,3784,Manual,48555,Petrol,125.0,51.4,1.2,Ford
4475,17066,Focus,2013,12495,Manual,37000,Petrol,230.0,39.2,2.0,Ford
4476,17507,Fiesta,2017,8700,Manual,27725,Petrol,0.0,65.7,1.0,Ford
4477,16793,B-MAX,2014,7199,Manual,22595,Petrol,30.0,57.7,1.0,Ford
4478,2382,KA,2015,4698,Manual,19502,Petrol,30.0,57.7,1.2,Ford
4479,7157,Fiesta,2017,8995,Manual,17953,Petrol,145.0,54.3,1.2,Ford
4480,6632,Fiesta,2013,6450,Manual,39920,Petrol,0.0,65.7,1.0,Ford
4481,6913,Fiesta,2018,10100,Manual,25410,Petrol,145.0,56.5,1.0,Ford
4482,2332,B-MAX,2015,7498,Manual,17151,Petrol,145.0,47.1,1.4,Ford
4483,20221,Focus,2017,11999,Manual,11741,Petrol,,,1.0,Ford
4484,22814,Focus,2012,5795,Manual,79094,Petrol,,,1.6,Ford
4485,22540,Focus,2009,2395,Manual,102000,Diesel,,,1.6,Ford
4486,23015,Focus,2016,16000,Manual,19834,Petrol,,,2.0,Ford
4487,3552,I800,2018,15480,Manual,38330,Diesel,150,37.7,2.5,Hyundi
4488,2346,I30,2017,11298,Manual,11581,Petrol,145,56.5,1.0,Hyundi
4489,4313,IX20,2011,6995,Automatic,38000,Petrol,200,43.6,1.6,Hyundi
4490,3385,I10,2017,7200,Manual,20100,Petrol,145,60.1,1.0,Hyundi
4491,1785,IX20,2016,6995,Manual,41691,Diesel,30,64.2,1.6,Hyundi
4492,3337,Tucson,2016,15780,Automatic,27867,Diesel,200,47.1,2.0,Hyundi
4493,825,Kona,2018,13485,Manual,7034,Petrol,150,52.3,1.0,Hyundi
4494,3349,Tucson,2018,13950,Manual,7573,Petrol,145,44.8,1.6,Hyundi
4495,4174,I30,2019,20495,Semi-Auto,350,Petrol,145,46.3,1.4,Hyundi
4496,4854,Santa Fe,2019,29995,Semi-Auto,1567,Diesel,145,39.8,2.2,Hyundi
4497,1346,I10,2020,11490,Manual,101,Petrol,145,56.5,1.0,Hyundi
4498,3068,I20,2013,4995,Manual,30460,Petrol,30,57.6,1.2,Hyundi
4499,4500,IX35,2013,9995,Automatic,37000,Diesel,300,39.2,2.0,Hyundi
4500,4762,Tucson,2018,14495,Manual,11611,Petrol,145,44.8,1.6,Hyundi
4501,4752,Tucson,2016,15200,Automatic,18290,Diesel,200,46.3,2.0,Hyundi
4502,4138,Ioniq,2019,19999,Automatic,8732,Hybrid,135,62.8,1.6,Hyundi
4503,3162,IX20,2015,7295,Manual,42858,Petrol,125,50.4,1.4,Hyundi
4504,3295,I10,2018,10442,Semi-Auto,8033,Petrol,145,47.9,1.2,Hyundi
4505,4156,Santa Fe,2019,31995,Semi-Auto,130,Diesel,145,42.8,2.2,Hyundi
4506,2678,Tucson,2019,16400,Manual,17970,Petrol,145,34.9,1.6,Hyundi
4507,972,Tucson,2019,21490,Manual,101,Petrol,145,34.9,1.6,Hyundi
4508,57,I10,2016,6500,Manual,27465,Petrol,20,60.1,1.0,Hyundi
4509,719,Ioniq,2017,14385,Semi-Auto,46899,Hybrid,0,78.5,1.6,Hyundi
4510,4507,Tucson,2017,13599,Manual,13298,Petrol,145,44.8,1.6,Hyundi
4511,3,I10,2016,6499,Manual,23789,Petrol,20,60.1,1.0,Hyundi
4512,568,I30,2014,6750,Manual,45449,Petrol,145,47.1,1.4,Hyundi
4513,1831,Tucson,2016,14990,Manual,46759,Diesel,150,54.3,2.0,Hyundi
4514,2363,I800,2019,20995,Automatic,19266,Diesel,145,28.0,2.5,Hyundi
4515,2802,Tucson,2017,14407,Semi-Auto,36541,Diesel,150,57.6,1.7,Hyundi
4516,780,Tucson,2017,14498,Manual,21776,Diesel,145,61.7,1.7,Hyundi
4517,4827,IX20,2014,7495,Automatic,19319,Petrol,200,43.6,1.6,Hyundi
4518,4692,Tucson,2017,11800,Manual,43459,Diesel,145,61.7,1.7,Hyundi
4519,4105,I10,2019,10349,Semi-Auto,16605,Petrol,150,47.9,1.2,Hyundi
4520,3272,I40,2019,16000,Manual,10,Diesel,145,52.3,1.6,Hyundi
4521,2814,Tucson,2017,13510,Semi-Auto,38351,Diesel,125,57.6,1.7,Hyundi
4522,4023,Tucson,2016,13500,Manual,18504,Diesel,30,61.7,1.7,Hyundi
4523,3098,Tucson,2018,13500,Manual,8447,Diesel,145,61.7,1.7,Hyundi
4524,1612,Santa Fe,2019,36495,Automatic,5000,Diesel,145,39.8,2.2,Hyundi
4525,3650,Tucson,2019,21795,Semi-Auto,4500,Petrol,145,36.2,1.6,Hyundi
4526,1153,Kona,2020,25280,Automatic,2083,Hybrid,135,52.3,1.6,Hyundi
4527,4527,I10,2014,7999,Automatic,6790,Petrol,160,45.6,1.2,Hyundi
4528,1672,I20,2018,11030,Manual,5921,Petrol,145,47.9,1.0,Hyundi
4529,4215,I30,2010,3495,Manual,44670,Petrol,150,46.3,1.4,Hyundi
4530,3486,Santa Fe,2015,12999,Manual,61798,Diesel,205,46.3,2.2,Hyundi
4531,1298,I20,2017,7990,Manual,19952,Petrol,150,58.9,1.2,Hyundi
4532,3878,Tucson,2017,13290,Manual,17936,Diesel,30,61.7,1.7,Hyundi
4533,3514,Tucson,2018,14995,Manual,8934,Petrol,145,44.8,1.6,Hyundi
4534,1712,Tucson,2018,21000,Manual,8523,Diesel,145,45.6,1.6,Hyundi
4535,1384,I30,2017,9521,Manual,9866,Petrol,145,57.7,1.0,Hyundi
4536,1041,I30,2020,26995,Manual,1000,Petrol,145,34.0,2.0,Hyundi
4537,488,Tucson,2017,13498,Manual,45005,Diesel,145,61.7,1.7,Hyundi
4538,3393,Tucson,2016,13474,Manual,12999,Diesel,30,61.7,1.7,Hyundi
4539,1218,I10,2019,9970,Manual,11782,Petrol,145,57.6,1.2,Hyundi
4540,3410,IX35,2013,7500,Manual,73593,Diesel,145,53.3,1.7,Hyundi
4541,3283,I10,2015,8995,Semi-Auto,3006,Petrol,160,45.6,1.2,Hyundi
4542,4429,Santa Fe,2016,18500,Automatic,23764,Diesel,240,42.8,2.2,Hyundi
4543,576,Tucson,2016,13498,Manual,13185,Diesel,30,61.7,1.7,Hyundi
4544,38,Veloster,2014,8300,Manual,36324,Petrol,160,43.5,1.6,Hyundi
4545,792,Kona,2019,14485,Manual,17976,Petrol,145,44.1,1.0,Hyundi
4546,4850,I10,2018,7200,Manual,17879,Petrol,145,60.1,1.0,Hyundi
4547,1974,I10,2017,7600,Manual,11938,Petrol,145,60.1,1.0,Hyundi
4548,1669,I20,2020,11990,Manual,1958,Petrol,150,46.3,1.2,Hyundi
4549,3803,I20,2016,8000,Manual,11869,Petrol,30,56.5,1.2,Hyundi
4550,4152,Ioniq,2016,13685,Automatic,13695,Hybrid,0,78.5,1.6,Hyundi
4551,2808,I10,2018,5995,Manual,35458,Petrol,145,57.7,1.2,Hyundi
4552,1960,Tucson,2017,17500,Manual,19366,Diesel,125,58.9,2.0,Hyundi
4553,2358,IX35,2015,9995,Manual,47456,Diesel,160,51.4,2.0,Hyundi
4554,1157,Tucson,2020,25980,Automatic,1298,Hybrid,145,50.4,1.6,Hyundi
4555,1807,Tucson,2016,16995,Manual,4859,Petrol,160,44.8,1.6,Hyundi
4556,141,I30,2016,7498,Manual,56693,Diesel,0,78.4,1.6,Hyundi
4557,1483,I20,2015,6650,Manual,29861,Petrol,30,55.4,1.2,Hyundi
4558,854,I30,2019,13730,Manual,10100,Petrol,145,44.8,1.0,Hyundi
4559,280,IX35,2013,6998,Manual,80465,Diesel,145,53.3,1.7,Hyundi
4560,4608,I10,2009,4495,Automatic,59000,Petrol,140,47.9,1.2,Hyundi
4561,762,Tucson,2019,16595,Manual,2860,Petrol,145,34.9,1.6,Hyundi
4562,3160,Tucson,2018,14995,Manual,44779,Diesel,145,61.4,1.7,Hyundi
4563,653,IX20,2013,4799,Manual,85000,Petrol,150,45.6,1.4,Hyundi
4564,1020,Tucson,2019,21750,Automatic,11057,Diesel,145,47.1,1.6,Hyundi
4565,1977,I10,2013,4490,Manual,23186,Petrol,20,61.4,1.2,Hyundi
4566,2972,I800,2018,15000,Manual,34168,Diesel,145,37.7,2.5,Hyundi
4567,670,I30,2016,9995,Manual,9671,Diesel,0,78.4,1.6,Hyundi
4568,4107,Ioniq,2019,18695,Automatic,8021,Hybrid,135,78.5,1.6,Hyundi
4569,173,I30,2019,14998,Manual,3001,Petrol,145,41.5,1.4,Hyundi
4570,89,IX20,2016,7194,Manual,27696,Petrol,125,50.4,1.4,Hyundi
4571,508,Tucson,2016,12998,Manual,30773,Diesel,30,61.7,1.7,Hyundi
4572,1122,I30,2018,14550,Semi-Auto,9870,Diesel,145,68.9,1.6,Hyundi
4573,487,I30,2015,7698,Manual,35259,Diesel,0,78.4,1.6,Hyundi
4574,1313,IX35,2014,8498,Manual,35452,Diesel,165,50.4,1.7,Hyundi
4575,3837,I10,2016,5995,Manual,31000,Petrol,20,60.1,1.0,Hyundi
4576,3192,Tucson,2017,12996,Semi-Auto,36168,Diesel,125,57.6,1.7,Hyundi
4577,4542,I10,2013,4390,Manual,31946,Petrol,20,61.4,1.2,Hyundi
4578,1258,Tucson,2020,23480,Semi-Auto,3100,Petrol,145,36.2,1.6,Hyundi
4579,504,I10,2017,7101,Manual,1847,Petrol,20,60.1,1.0,Hyundi
4580,3041,Tucson,2017,13495,Manual,25751,Petrol,145,44.8,1.6,Hyundi
4581,3267,Tucson,2016,12995,Manual,31724,Diesel,30,61.7,1.7,Hyundi
4582,213,I40,2015,9298,Manual,34572,Diesel,30,65.7,1.7,Hyundi
4583,2482,Santa Fe,2016,18491,Manual,34284,Diesel,200,47.1,2.2,Hyundi
4584,2250,I10,2018,9499,Manual,8000,Petrol,150,60.1,1.0,Hyundi
4585,4336,Tucson,2017,17390,Automatic,8169,Petrol,150,39.8,1.6,Hyundi
4586,3071,IX35,2014,7890,Manual,52000,Diesel,145,53.3,1.7,Hyundi
4587,3021,I10,2017,6795,Manual,20863,Petrol,145,60.1,1.0,Hyundi
4588,3057,I30,2017,11495,Manual,13359,Petrol,145,52.3,1.4,Hyundi
4589,702,Tucson,2019,17995,Manual,11341,Petrol,145,34.9,1.6,Hyundi
4590,1416,I40,2015,8995,Manual,43492,Diesel,30,62.8,1.7,Hyundi
4591,1447,I10,2017,7740,Manual,18036,Petrol,145,57.7,1.2,Hyundi
4592,4562,I20,2009,2500,Manual,70151,Petrol,125,54.3,1.2,Hyundi
4593,1966,I10,2017,7350,Manual,17531,Petrol,20,60.1,1.0,Hyundi
4594,316,Tucson,2017,12998,Manual,33461,Diesel,30,61.7,1.7,Hyundi
4595,1106,I20,2016,7970,Manual,10916,Petrol,30,56.5,1.2,Hyundi
4596,3239,I30,2017,10800,Manual,8092,Petrol,145,56.5,1.0,Hyundi
4597,2443,Tucson,2017,14290,Manual,24987,Diesel,30,61.7,1.7,Hyundi
4598,4254,IX20,2016,8990,Automatic,39016,Petrol,160,43.5,1.6,Hyundi
4599,1886,Santa Fe,2019,35490,Semi-Auto,17568,Diesel,150,39.8,2.2,Hyundi
4600,391,I30,2016,7998,Manual,41429,Diesel,0,78.4,1.6,Hyundi
4601,2844,I10,2017,7620,Manual,10049,Petrol,30,57.7,1.2,Hyundi
4602,1030,I40,2017,9999,Manual,38472,Diesel,145,65.7,1.7,Hyundi
4603,534,Tucson,2017,14998,Semi-Auto,17526,Diesel,145,57.6,1.7,Hyundi
4604,268,Kona,2019,14298,Manual,10757,Petrol,145,44.1,1.0,Hyundi
4605,3643,Ioniq,2019,18250,Automatic,3700,Hybrid,135,78.5,1.6,Hyundi
4606,3312,Tucson,2017,13695,Manual,25665,Petrol,150,44.8,1.6,Hyundi
4607,459,I10,2018,7298,Manual,3895,Petrol,145,60.1,1.0,Hyundi
4608,4009,Santa Fe,2019,33999,Semi-Auto,6697,Diesel,145,39.2,2.2,Hyundi
4609,1696,Tucson,2016,12750,Manual,30771,Diesel,30,61.7,1.7,Hyundi
4610,4524,Tucson,2017,13950,Manual,32000,Diesel,30,61.7,1.7,Hyundi
4611,1522,Santa Fe,2015,19000,Automatic,28700,Diesel,260,42.2,2.2,Hyundi
4612,943,Tucson,2017,14985,Semi-Auto,47028,Diesel,125,57.6,1.7,Hyundi
4613,3976,IX35,2014,7599,Manual,70352,Diesel,150,53.3,1.7,Hyundi
4614,2874,Santa Fe,2019,32495,Semi-Auto,11000,Diesel,145,39.2,2.2,Hyundi
4615,1757,Tucson,2017,11800,Manual,9140,Petrol,160,44.8,1.6,Hyundi
4616,2698,Tucson,2019,22750,Automatic,2000,Hybrid,145,50.4,1.6,Hyundi
4617,4229,Kona,2019,14995,Manual,14880,Petrol,145,44.1,1.0,Hyundi
4618,2729,Tucson,2018,15500,Manual,12720,Petrol,145,44.8,1.6,Hyundi
4619,1851,I30,2017,10290,Manual,17921,Petrol,145,56.5,1.0,Hyundi
4620,1014,I20,2017,7995,Manual,2812,Petrol,30,58.9,1.2,Hyundi
4621,1611,I20,2016,8495,Manual,27000,Petrol,30,58.9,1.2,Hyundi
4622,3230,Kona,2019,15795,Manual,5000,Petrol,145,44.1,1.0,Hyundi
4623,1889,I10,2015,6190,Manual,19645,Petrol,30,57.6,1.2,Hyundi
4624,382,Tucson,2016,11798,Manual,48233,Diesel,30,61.7,1.7,Hyundi
4625,4260,I30,2016,8650,Manual,20000,Diesel,0,78.4,1.6,Hyundi
4626,1700,Santa Fe,2019,31500,Semi-Auto,7919,Diesel,145,39.2,2.2,Hyundi
4627,2818,I10,2018,8995,Manual,10553,Petrol,145,57.7,1.2,Hyundi
4628,1495,Tucson,2019,19500,Manual,6013,Petrol,150,34.9,1.6,Hyundi
4629,620,Tucson,2017,13498,Manual,25424,Diesel,30,61.7,1.7,Hyundi
4630,3906,I10,2017,10490,Semi-Auto,14346,Petrol,150,47.9,1.2,Hyundi
4631,1726,I10,2015,6750,Manual,13425,Petrol,30,57.6,1.2,Hyundi
4632,119,IX35,2015,9700,Manual,26564,Petrol,200,41.5,0.0,Hyundi
4633,4019,I10,2015,6090,Manual,11166,Petrol,30,57.6,1.2,Hyundi
4634,4751,I800,2017,14000,Automatic,23870,Diesel,325,33.6,2.5,Hyundi
4635,2021,Kona,2018,13500,Manual,10647,Petrol,145,44.1,1.0,Hyundi
4636,3032,Ioniq,2019,17442,Automatic,5032,Hybrid,135,78.5,1.6,Hyundi
4637,2033,Tucson,2018,17190,Semi-Auto,32082,Diesel,145,57.7,1.7,Hyundi
4638,436,I30,2015,7198,Manual,48949,Diesel,0,78.4,1.6,Hyundi
4639,229,I800,2017,15985,Automatic,35154,Diesel,325,33.6,2.5,Hyundi
4640,22,Tucson,2015,10700,Manual,34177,Diesel,30,61.7,1.7,Hyundi
4641,4047,Santa Fe,2019,32495,Semi-Auto,2880,Diesel,145,39.8,2.2,Hyundi
4642,1997,I10,2017,8500,Semi-Auto,15526,Petrol,150,47.9,1.2,Hyundi
4643,661,I10,2014,5450,Manual,42346,Petrol,20,60.1,1.0,Hyundi
4644,1954,I20,2016,8491,Manual,21017,Petrol,20,62.8,1.0,Hyundi
4645,1600,Ioniq,2018,16000,Automatic,27742,Hybrid,135,78.5,1.6,Hyundi
4646,3955,Tucson,2017,13790,Manual,25198,Diesel,150,61.7,1.7,Hyundi
4647,3127,I800,2019,19995,Manual,11872,Diesel,145,31.7,2.5,Hyundi
4648,2063,I20,2015,7799,Manual,19900,Petrol,125,51.4,1.4,Hyundi
4649,1151,Tucson,2017,15498,Semi-Auto,14376,Diesel,125,57.6,1.7,Hyundi
4650,547,I30,2016,8850,Manual,20457,Diesel,0,78.4,1.6,Hyundi
4651,2453,Tucson,2019,19000,Manual,14593,Petrol,145,34.9,1.6,Hyundi
4652,1531,I20,2015,6500,Manual,40700,Petrol,30,55.4,1.2,Hyundi
4653,3435,Tucson,2019,23000,Semi-Auto,2100,Petrol,145,36.2,1.6,Hyundi
4654,2294,I10,2018,7995,Manual,20000,Petrol,145,60.1,1.0,Hyundi
4655,715,Tucson,2018,16495,Semi-Auto,33500,Diesel,145,57.7,1.7,Hyundi
4656,188,Tucson,2017,11498,Manual,35213,Diesel,145,61.7,1.7,Hyundi
4657,982,Ioniq,2018,14747,Automatic,11591,Hybrid,135,78.5,1.6,Hyundi
4658,4293,I10,2019,9400,Manual,4419,Petrol,145,60.1,0.0,Hyundi
4659,2353,Santa Fe,2018,30500,Automatic,15157,Diesel,145,39.2,2.2,Hyundi
4660,1803,I10,2015,8695,Semi-Auto,8537,Petrol,145,47.9,1.2,Hyundi
4661,2292,Tucson,2017,13995,Manual,25117,Diesel,30,61.7,1.7,Hyundi
4662,4211,I10,2017,7795,Manual,6650,Petrol,150,60.1,1.0,Hyundi
4663,4090,Ioniq,2019,18695,Automatic,8300,Hybrid,135,78.5,1.6,Hyundi
4664,2335,I20,2018,10495,Manual,5657,Petrol,145,46.3,1.2,Hyundi
4665,222,Tucson,2016,14798,Semi-Auto,23865,Diesel,125,57.6,1.7,Hyundi
4666,446,Tucson,2017,12998,Manual,24263,Diesel,30,61.7,1.7,Hyundi
4667,3051,Tucson,2019,16611,Manual,10502,Petrol,145,34.9,1.6,Hyundi
4668,3301,I20,2019,12495,Manual,500,Petrol,145,46.3,1.2,Hyundi
4669,424,Tucson,2017,13698,Manual,6741,Petrol,150,44.8,1.6,Hyundi
4670,2982,I10,2015,5995,Manual,32806,Petrol,20,60.1,1.0,Hyundi
4671,473,I30,2016,10998,Manual,28390,Petrol,235,38.7,1.6,Hyundi
4672,4337,I10,2016,5490,Manual,28601,Petrol,20,61.4,1.0,Hyundi
4673,4000,Ioniq,2017,17149,Automatic,10329,Hybrid,135,78.5,1.6,Hyundi
4674,934,I30,2015,6998,Manual,54755,Diesel,0,78.4,1.6,Hyundi
4675,4529,Tucson,2016,11295,Manual,32000,Petrol,160,44.8,1.6,Hyundi
4676,2249,Kona,2018,16499,Manual,14000,Petrol,150,44.1,1.0,Hyundi
4677,4306,I10,2013,4589,Manual,33145,Petrol,20,61.4,1.2,Hyundi
4678,622,I30,2015,6998,Manual,54324,Diesel,0,78.4,1.6,Hyundi
4679,335,Tucson,2016,11495,Manual,19312,Diesel,30,61.7,1.7,Hyundi
4680,4742,I30,2018,9995,Manual,30007,Petrol,150,57.7,1.0,Hyundi
4681,303,I10,2017,6498,Manual,26222,Petrol,145,60.1,1.0,Hyundi
4682,4051,I20,2018,9995,Automatic,30239,Petrol,150,45.6,1.4,Hyundi
4683,3931,Tucson,2017,13539,Manual,16190,Petrol,160,44.8,1.6,Hyundi
4684,4440,I30,2017,9499,Manual,34258,Diesel,145,74.3,1.6,Hyundi
4685,1705,I800,2019,19798,Automatic,8491,Diesel,145,31.7,2.5,Hyundi
4686,1989,Kona,2019,14750,Manual,14098,Petrol,145,44.1,1.0,Hyundi
4687,497,IX20,2016,7998,Manual,28933,Petrol,125,50.4,1.4,Hyundi
4688,1891,I10,2017,8495,Manual,12583,Petrol,145,57.7,1.2,Hyundi
4689,1701,I20,2016,8000,Manual,17740,Petrol,0,65.7,1.0,Hyundi
4690,3695,Ioniq,2019,22491,Automatic,5500,Hybrid,135,78.5,1.6,Hyundi
4691,3484,I10,2017,7395,Manual,14977,Petrol,30,57.7,1.2,Hyundi
4692,2775,I40,2016,12995,Manual,18340,Diesel,125,60.1,1.7,Hyundi
4693,1238,I10,2017,6900,Manual,31534,Petrol,145,57.7,1.2,Hyundi
4694,2946,Tucson,2019,18995,Semi-Auto,6934,Petrol,150,36.2,1.6,Hyundi
4695,942,I20,2018,10985,Manual,16777,Petrol,150,55.4,1.2,Hyundi
4696,3851,Kona,2019,15795,Manual,11345,Petrol,145,44.1,1.0,Hyundi
4697,788,I10,2018,7485,Manual,9832,Petrol,145,60.1,1.0,Hyundi
4698,827,Tucson,2016,13785,Manual,10710,Diesel,30,61.7,1.7,Hyundi
4699,1098,Ioniq,2017,16970,Automatic,13789,Hybrid,135,78.5,1.6,Hyundi
4700,2569,Kona,2018,16995,Manual,19,Petrol,145,44.1,1.0,Hyundi
4701,2056,I10,2018,7491,Manual,16281,Petrol,145,60.1,1.0,Hyundi
4702,433,I20,2016,7498,Manual,15701,Petrol,30,55.4,1.2,Hyundi
4703,709,I10,2020,11895,Manual,1000,Petrol,145,56.5,1.0,Hyundi
4704,1942,I40,2018,13491,Manual,37653,Diesel,150,60.1,1.7,Hyundi
4705,4346,I10,2016,5500,Manual,43778,Petrol,20,60.1,1.0,Hyundi
4706,4566,I30,2007,3299,Automatic,51279,Petrol,200,40.9,1.6,Hyundi
4707,4627,I30,2015,6699,Manual,37000,Diesel,0,78.4,1.6,Hyundi
4708,2131,Tucson,2017,16990,Manual,18295,Petrol,145,38.7,1.6,Hyundi
4709,2273,I10,2017,7259,Manual,35162,Petrol,150,60.1,1.0,Hyundi
4710,2652,I30,2015,7560,Manual,33830,Diesel,0,78.4,1.6,Hyundi
4711,4079,I10,2018,10399,Manual,3796,Petrol,150,57.6,1.2,Hyundi
4712,4179,Tucson,2018,16490,Manual,67250,Petrol,150,34.9,1.6,Hyundi
4713,3254,I10,2017,7250,Manual,19101,Petrol,30,57.7,1.2,Hyundi
4714,602,I10,2017,7298,Manual,19581,Petrol,145,60.1,1.0,Hyundi
4715,1608,I10,2016,8495,Automatic,16500,Petrol,145,47.9,1.2,Hyundi
4716,1158,I30,2020,25280,Manual,2148,Petrol,145,34.0,2.0,Hyundi
4717,1721,I800,2017,15499,Automatic,18000,Diesel,330,33.6,2.5,Hyundi
4718,3864,I10,2019,8495,Manual,9487,Petrol,145,60.1,1.0,Hyundi
4719,323,I10,2017,6498,Manual,37864,Petrol,145,60.1,1.0,Hyundi
4720,4100,I10,2019,8549,Manual,8483,Petrol,145,60.1,1.0,Hyundi
4721,870,I30,2019,13990,Manual,6175,Petrol,145,44.8,1.0,Hyundi
4722,2388,I10,2016,6000,Manual,27516,Petrol,20,60.1,1.0,Hyundi
4723,1488,Tucson,2017,14990,Manual,26697,Diesel,145,61.4,1.7,Hyundi
4724,164,I20,2017,7998,Manual,28502,Petrol,145,55.4,1.2,Hyundi
4725,502,I30,2016,8798,Manual,33503,Petrol,145,48.7,1.4,Hyundi
4726,2693,Santa Fe,2019,40365,Semi-Auto,1,Diesel,145,39.2,2.2,Hyundi
4727,1984,Tucson,2017,14291,Manual,39530,Diesel,30,61.7,1.7,Hyundi
4728,1629,Tucson,2016,17995,Automatic,40500,Diesel,235,43.5,2.0,Hyundi
4729,3570,Tucson,2019,18250,Manual,6500,Petrol,145,35.3,1.6,Hyundi
4730,893,Tucson,2016,12698,Manual,32919,Diesel,30,61.7,1.7,Hyundi
4731,914,I10,2016,6391,Manual,29700,Petrol,20,61.4,1.0,Hyundi
4732,2244,Tucson,2019,26439,Semi-Auto,6000,Diesel,145,40.4,2.0,Hyundi
4733,908,I10,2020,14490,Manual,771,Petrol,145,53.3,1.0,Hyundi
4734,134,I30,2015,8998,Manual,16412,Petrol,145,48.7,1.4,Hyundi
4735,1903,I20,2019,11490,Manual,4565,Petrol,150,46.3,1.2,Hyundi
4736,2542,Tucson,2017,15490,Automatic,28354,Diesel,150,46.3,2.0,Hyundi
4737,1342,Tucson,2017,13480,Manual,20607,Diesel,30,61.7,1.7,Hyundi
4738,1632,I10,2020,12495,Manual,500,Petrol,145,56.5,1.0,Hyundi
4739,4416,I800,2019,16199,Manual,21457,Diesel,145,31.7,2.5,Hyundi
4740,2651,I10,2018,7040,Manual,9661,Petrol,145,60.1,1.0,Hyundi
4741,1652,IX20,2015,7495,Manual,29000,Petrol,125,50.4,1.4,Hyundi
4742,4543,I30,2013,5499,Manual,58000,Diesel,0,76.3,1.6,Hyundi
4743,1024,Tucson,2017,14498,Manual,24598,Diesel,125,58.9,2.0,Hyundi
4744,3425,I10,2017,8995,Semi-Auto,23000,Petrol,145,47.9,1.2,Hyundi
4745,3436,Tucson,2019,26000,Semi-Auto,4338,Hybrid,145,50.4,1.6,Hyundi
4746,1799,I800,2018,15795,Automatic,31917,Diesel,145,33.6,2.5,Hyundi
4747,2458,Tucson,2017,12490,Manual,24230,Petrol,160,44.8,1.6,Hyundi
4748,1987,I10,2013,4500,Manual,25919,Petrol,20,61.4,1.2,Hyundi
4749,2492,Ioniq,2019,16995,Automatic,6918,Hybrid,135,78.5,1.6,Hyundi
4750,3983,Tucson,2019,16922,Manual,4292,Petrol,145,34.9,1.6,Hyundi
4751,3804,I20,2017,7599,Manual,32113,Petrol,145,55.4,1.2,Hyundi
4752,946,I20,2018,9985,Manual,18961,Petrol,150,58.9,1.0,Hyundi
4753,1914,I10,2016,6270,Manual,11562,Petrol,20,60.1,1.0,Hyundi
4754,3922,IX20,2015,9990,Automatic,21900,Petrol,165,43.5,1.6,Hyundi
4755,3581,I40,2017,11120,Manual,30043,Diesel,145,65.7,1.7,Hyundi
4756,4509,I10,2016,5799,Manual,21359,Petrol,30,57.6,1.2,Hyundi
4757,3831,I30,2018,12299,Manual,21366,Diesel,150,74.3,1.6,Hyundi
4758,3417,Tucson,2019,18495,Manual,8,Petrol,145,34.9,1.6,Hyundi
4759,3892,IX20,2017,9490,Manual,12836,Petrol,145,50.4,1.4,Hyundi
4760,2142,Tucson,2016,16401,Semi-Auto,47347,Diesel,125,57.6,1.7,Hyundi
4761,3956,I20,2018,10990,Manual,8701,Petrol,150,47.9,1.0,Hyundi
4762,3988,Tucson,2018,14853,Manual,21505,Diesel,145,61.7,1.7,Hyundi
4763,1604,Santa Fe,2020,35980,Semi-Auto,2196,Diesel,145,39.2,2.2,Hyundi
4764,2643,I20,2019,10590,Manual,8195,Petrol,150,46.3,1.2,Hyundi
4765,79,I30,2018,9299,Manual,21859,Petrol,145,56.5,1.0,Hyundi
4766,2966,Tucson,2018,22969,Semi-Auto,9198,Petrol,145,35.8,1.6,Hyundi
4767,3166,Ioniq,2017,17800,Automatic,21553,Hybrid,135,78.5,1.6,Hyundi
4768,2396,Kona,2019,14750,Manual,13230,Petrol,145,44.1,1.0,Hyundi
4769,2773,Ioniq,2019,23495,Automatic,9230,Hybrid,135,78.5,1.6,Hyundi
4770,2743,IX35,2015,9795,Manual,54076,Diesel,165,51.4,2.0,Hyundi
4771,1792,I10,2018,8495,Manual,7372,Petrol,145,60.1,1.0,Hyundi
4772,2471,Tucson,2016,12990,Manual,26573,Diesel,30,61.7,1.7,Hyundi
4773,4082,Santa Fe,2016,17390,Manual,10200,Diesel,200,46.3,2.2,Hyundi
